h_s1,h_s2,s_a1,log,ty_cr,per_i,per_u,per_s,sys_vol,sys_op,m_rp,q_zx,q_km,m_xi,v_sp,class
0.276243,68.808467,218.302581,W,4.136034,50.708594,0.864657,0.502277,0.875291,0.093803,0.320072,5.65635,31.017344,0.009086,0.108111,virus
0.272911,64.551766,177.155305,W,1.310671,60.804148,0.860484,0.457646,0.556358,0.143146,0.274935,3.934454,26.356266,0.013194,0.152488,virus
0.323755,75.525187,242,W,4.206353,58.343816,0.862843,0.50021,0.478245,0.163524,0.267282,1.335941,38.864307,0.01362,0.159781,virus
0.675632,62.971356,181.749042,W,2,54.102486,0.866939,0.4873,0.50684,0.121843,0.446851,4.057582,32.066242,0.010408,0.095637,virus
0.779627,82.072059,210.482434,W,3.991526,68.832731,0.86798,0.570071,0.192818,0.112497,0.136709,0.54311,65.096913,0.012105,0.188247,benign
0.145044,76.016727,161.867087,W,2.989961,54.763471,0.935039,0.493048,0.166171,0.134085,0.351912,0.802306,76.974798,0.010159,0.066738,virus
0.559976,81.039124,240.100395,W,1.739548,58.23112,0.87908,0.473469,0.545943,0.141219,0.402664,1.512092,38.229196,0.012672,0.092967,virus
0.23215,77.285381,95.428943,W,3.379254,68.318498,0.902659,0.502187,0.983558,0.07239,0.740216,3.657975,62.937533,0.00566,0.137239,virus
0.424673,91.093449,145.376676,W,3.191209,67.158691,0.90257,0.53779,0.359075,0.09499,0.434807,1.557595,72.525211,0.009278,0.131796,virus
0.271637,81,202.558774,W,5.384918,76.431411,0.944193,0.575616,1.016176,0.069846,0.556335,2.944115,48.352664,0.004388,0.2032,virus
0.66861,76.838022,138.855164,W,7,60.547431,0.890319,0.57431,0.430408,0.131673,0.269342,0.335762,70.562721,0.01177,0.137984,virus
0.634437,86.504297,244.389225,W,5.92917,65.059277,0.901496,0.787121,0.552998,0.217705,0.402649,1.082426,56.518373,0.010247,0.175133,virus
0.421426,84.23838,30.238694,W,4.812661,73.331056,0.896897,0.570315,0.625337,0.101975,0.49915,1.060475,60.546584,0.010749,0.119457,virus
0.418397,86.963594,6.966384,W,1.109525,75.302636,0.974986,0.751615,0.232715,0.104306,0.530595,0.77587,55.074985,0.006476,0.215179,virus
0.371922,80.606142,164.653869,W,5.756199,75.590553,0.952808,0.691221,0.558562,0.213352,0.529655,1.388945,52.136133,0.004516,0.185584,virus
0.7207,75.247544,41.08274,NW,5.842362,81.439731,0.900721,0.855369,1.042346,0.118575,0.592272,6.5927,13.376508,0.004262,0.202345,virus
0.492469,84.539648,127.83142,W,5.291078,83.968841,0.91679,0.494267,0.267818,0.070681,0.335365,0.554958,98.353622,0.007489,0.177284,virus
0.81203,71.960988,164.459971,NW,4.530011,83.764325,0.947275,0.714301,1.455067,0.138818,0.321817,7.785255,12.39819,0.004246,0.186664,virus
0.30323,91.347052,76.639846,W,3.56189,80.936629,0.960394,0.57305,0.150498,0.111966,0.180427,0.491758,49.229146,0.00328,0.168984,virus
0.569095,73.324577,207.617378,NW,3.853969,83.481027,0.914856,0.683289,1.296398,0.101319,0.273382,3.846175,22.04759,0.003395,0.2029,virus
0.184117,74,112.786969,W,5.483291,91.821891,0.939534,0.645651,1.527591,0.087193,0.497781,0.829119,50.483827,0.007034,0.111176,virus
0.397367,75.59843,117.224252,W,1.499029,88.030499,0.907715,0.493189,0.252174,0.09217,0.297187,0.647518,93.07481,0.007343,0.144883,benign
0.633545,69.512166,210.83465,W,7.062184,102.562293,0.926192,0.820821,0.219461,0.119348,0.173261,0.575771,101.842625,0.007983,0.114979,virus
0.40611,86.762407,230.563782,W,8.60979,105.045275,0.917835,0.838087,1.190156,0.079533,0.787871,4.313206,83.145918,0.005918,0.101457,benign
0.483895,78.454166,198.561437,W,8.247196,105.536023,0.960361,0.712682,0.592966,0.118874,0.513949,0.913661,88.779261,0.000999,0.247228,virus
0.645219,75.20964,204.436791,W,8.985129,106.302592,0.965374,0.53773,0.23041,0.145493,0.322779,2.934205,102.164601,0.002683,0.243348,virus
0.670272,87.074746,152.611402,W,6,107.406976,0.980279,0.637652,0.390707,0.084142,0.113895,2.036471,92.276007,0.000686,0.318097,virus
0.635659,89.831559,223.659587,W,7.136341,109.33154,0.949395,0.694784,0.225436,0.106934,0.288172,0.567581,101.213797,0.006652,0.113012,virus
0.529857,91.848851,234.475551,W,6.883055,116.817815,0.945106,0.50106,0.079602,0.053654,0.214786,0.401774,103.395513,0.001862,0.417203,virus
0.817315,77.876958,31.625981,W,1.984176,116.134554,0.930192,0.50023,0.092144,0.066264,0.31658,7.251174,126.064173,0.006184,0.162394,virus
0.626407,73.934691,235.616004,W,5,105.08969,0.917775,0.777459,0.845069,0.115804,0.329262,4.85032,96.042881,0.007689,0.197625,virus
0.546669,73.018129,222.482014,W,2.203123,130.849435,0.941341,0.506224,1.763954,0.151903,0.668957,5.160683,68.427708,0.004298,0.143798,virus
0.33368,77.21832,8.119057,W,1.33446,131.233344,0.960012,0.496131,0.83144,0.14986,0.790452,1.669555,75.962216,0.005019,0.143163,virus
0.283357,65.589938,53.685642,W,5.528451,132.335997,0.931728,0.489029,0.95563,0.169424,0.680049,1.636172,62.111643,0.005919,0.177764,virus
0.400085,71.282809,215.803677,W,3,134.219099,0.943511,0.493248,1.437224,0.150829,0.683315,2.883363,51.347529,0.005872,0.131804,virus
0.72515,63.670615,27.779588,NW,1,139.826597,0.945234,0.505446,0.153443,0.057901,0.338463,4.99855,126.796955,0.005104,0.245759,virus
0.290556,84,192.078127,NW,2.548981,146.291891,0.952259,0.515027,0.467105,0.052292,0.39862,0.93736,133.171228,0.003626,0.137341,virus
0.500792,93.510919,39.636584,NW,3.708469,148.889734,0.93815,0.514767,0.478585,0.178088,0.379175,0.983937,131.107915,0.003505,0.141866,virus
0.784159,83.389863,225.315409,W,6.12047,157.820826,0.946692,0.513023,0.532241,0.104582,0.455112,1.409486,142.635965,0.004396,0.34952,virus
0.570878,83.309062,39.28029,W,7.016127,156.319655,0.96054,0.518126,1.147248,0.143931,0.602532,4.930224,41.097419,0.003156,0.222079,virus
0.562599,72.390624,119.090606,W,4.586535,143.197367,0.966795,0.504136,0.724319,0.157998,0.796098,1.918893,75.942225,0.00445,0.14769,virus
0.464132,75.064208,248,W,1.909764,156.163687,0.936521,0.498865,0.371313,0.094543,0.100214,0.39143,105.249641,0.006013,0.210874,virus
0.396118,66.627142,124.093554,NW,2.083465,160.15413,0.960038,0.506257,0.30968,0.081906,0.314878,2.251916,25.972039,0.003712,0.256625,virus
0.382976,72.131102,118.433671,W,5.313725,160.101304,0.969373,0.528007,0.243509,0.171306,0.18161,0.49544,109.676198,0.003424,0.297774,virus
0.241357,80.08256,122.162067,W,2.158162,155.962841,0.967781,0.517536,0.903947,0.212905,0.466529,4.171269,76.022541,0.003824,0.023632,virus
0.531157,78.897368,126.012583,W,6.038558,165.744941,0.957576,0.507379,0.237799,0.086798,0.099522,0.557261,91.23919,0.003603,0.192327,virus
0.416945,74.583694,114.83203,NW,5.265458,161.882253,0.956354,0.507254,0.196054,0.081273,0.334652,2.474197,35.748959,0.003786,0.105873,virus
0.403274,73.9114,29.503489,NW,1.461973,163.017055,0.954202,0.508874,0.583199,0.081985,0.489815,5.819404,57.310998,0.00431,0.216528,virus
0.587584,62.138863,49.657612,W,2.325987,172.479009,0.971315,0.51583,1.222523,0.137925,0.685138,1.823324,102.627357,0.001957,0.234023,virus
0.860906,78.608161,215.271159,W,4.185417,177.649048,0.962736,0.509774,0.979417,0.112735,0.740927,1.439302,154.846488,0.003094,0.305018,virus
0.516738,91.212414,7.13717,W,3.523565,172.893434,0.972538,0.515209,0.74323,0.143491,0.502144,3.680247,101.496148,0.002051,0.259152,virus
0.623808,68.829626,183.823143,W,4.864849,177.618195,0.940159,0.505848,1.101154,0.100941,0.313279,1.855078,61.272339,0.004084,0.285024,virus
0.430917,74.99006,237.03536,W,8.852112,161.778101,0.972638,0.5155,0.600653,0.164861,0.305466,3.287239,100.390647,0.00195,0.172184,virus
0.757066,82.159434,71.799479,W,8.62434,182.770125,0.982688,0.511234,0.689111,0.301044,0.078926,0.93375,132.534479,0.002379,0.543429,virus
0.649466,78.80604,134.72799,W,4.804651,183.372287,0.964902,0.505138,0.236642,0.089887,0.380058,1.504046,137.34895,0.002234,0.564275,virus
0.769223,87.954041,182.044621,W,8.809878,178.925143,0.953629,0.504897,0.615144,0.079743,0.444275,1.134398,145.627969,0.003127,0.535408,virus
0.651274,85.367208,82.374076,W,4.626418,188.560159,0.957652,0.503046,0.141136,0.221732,0.099106,0.513601,142.533685,0.003654,0.662802,virus
0.55996,76.72959,44.119691,W,3.789009,188.680065,0.977889,0.515121,0.508647,0.085551,0.61676,2.410971,42.569491,0.001839,0.341644,virus
0.509436,73.653848,138.011968,W,6.511195,186.294419,0.936932,0.496777,0.539852,0.056485,0.185254,2.218113,44.189367,0.002786,0.366206,virus
0.805995,82,66.860078,W,1.498191,194.899347,0.946447,0.503787,0.162819,0.326448,0.565815,0.633586,127.627022,0.00446,0.614929,virus
0.655178,85.492866,231.181158,W,8.045686,188.238838,0.956025,0.502807,0.135565,0.318498,0.27854,0.873395,143.436942,0.004093,0.628094,virus
0.579242,75.890535,102.871127,W,4.298033,201.761183,0.965088,0.501896,1.373321,0.083693,0.307401,2.547004,52.855242,0.002963,0.619854,virus
0.5556,73.224867,34.62416,W,2.636882,191.252888,0.976888,0.511965,1.52934,0.081888,0.400127,2.647957,44.351842,0.001893,0.551166,virus
0.831546,84.048873,172.322649,W,6.402403,190.11438,0.956188,0.504776,0.573641,0.06838,0.283314,0.242454,132.070269,0.003815,0.643956,benign
0.445939,61,185.390072,W,2.624924,189.347679,0.963319,0.504867,0.482792,0.115973,0.280939,1.708595,89.163367,0.002289,0.647306,benign
0.39781,66.251659,127.321831,W,3,187.914227,0.968653,0.510031,1.288338,0.071633,0.276507,2.328842,22.978457,0.002471,0.361021,virus
0.436763,81.727353,125.302882,W,8.756747,181.588942,0.96416,0.504598,0.44826,0.137755,0.249407,1.775952,97.805524,0.002295,0.58642,virus
0.351969,68.135161,40.882777,W,8.183192,195.90594,0.961406,0.506573,0.165172,0.315101,0.209497,0.635893,126.583643,0.003285,0.546567,virus
0.436887,61.874352,110.21599,E,1.382773,3.240314,0.39583,0.441306,0.041812,0.15512,0.563387,0.684275,25.107119,0.389402,0.006399,virus
0.423657,62.04877,175.200182,E,1.156922,3.513665,0.523492,0.118454,0.043522,0.045637,0.328706,0.122389,36.971518,0.208343,0.005212,virus
0.714268,70.871344,49.720441,E,6.811708,3.256374,0.251566,0.462409,0.161879,0.232275,0.330144,0.141787,11.001435,0.247291,0.004038,virus
0.311395,76.439778,244,W,7.971153,4.478107,0.440977,0.223089,0.057383,0.069633,0.159771,0.080295,52.849298,0.102107,0.011335,virus
0.284099,90.086281,16.041953,E,4.655278,2.463839,0.330184,0.151396,0.027718,0.033927,0.48388,0.129824,39.408211,0.25596,0.011306,virus
0.514513,63.631845,132.894986,E,1.276991,4.773449,0.389266,0.454079,0.077796,0.06388,0.458247,0.095766,20.085699,0.295746,0.005212,virus
0.579046,85.848124,85.865496,E,5.996691,4.963049,0.333805,0.187853,0.011245,0.044113,0.18812,0.085209,79.466065,0.117531,0.008354,virus
0.739369,71.013251,25.899992,NE,1.665061,3.80706,0.261186,0.531578,0.631791,0.158799,0.496261,3.621982,5.172131,0.178546,0.003893,virus
0.505132,61.224792,63,W,1.901728,5.574358,0.601794,0.804852,0.100713,0.120511,0.767966,1.240786,26.545631,0.235343,0.006799,virus
0.530539,75.528212,194.447005,NE,5.661741,4.178036,0.516845,0.182989,0.037077,0.063252,0.424609,0.155092,20.407302,0.395278,0.005166,virus
0.537511,78.496748,13.303474,NE,7.671611,2.051865,0.020736,0.100063,0.01687,0.07724,0.170992,0.144582,8.097618,0.358317,0.003985,virus
0.169456,83.298699,117.706769,W,3.905792,2.873653,0.514522,0.28289,0.11018,0.124165,0.543957,0.551374,36.085669,0.219089,0.014354,virus
0.72498,82.56762,38.472173,NE,2.25911,3.010479,0.514851,0.54567,0.226481,0.205688,0.327433,0.241359,6.051764,0.127225,0.003798,virus
0.226973,62.633122,76.95404,W,5.12171,1.273279,0.121826,0.201838,0.020742,0.072566,0.228072,0.46135,42.039115,0.256763,0.014895,virus
0.432111,79.50016,99.037737,E,7.057943,3.619717,0.296128,0.403141,0.162011,0.102562,0.122606,0.198572,9.068279,0.271256,0.009245,virus
0.526125,59.754818,56.126661,E,4.335747,4.386531,0.570282,0.35771,0.053289,0.058891,0.206396,0.031357,18.200495,0.269399,0.004497,virus
0.386105,90.285648,15.166244,W,2.282269,7.300582,0.797124,0.297301,0.032409,0.041623,0.092722,0.145072,42.90825,0.101383,0.025565,virus
0.517706,83.798855,196.797056,W,3.433269,5.020679,0.893627,0.365753,0.033626,0.066188,0.348951,0.514895,38.341876,0.099747,0.01915,virus
0.42369,93.564778,96.682502,NE,4.618893,6.699265,0.723976,0.586838,1.22216,0.124406,0.601724,4.587169,3.709786,0.012533,0.010324,virus
0.472607,76.318024,190.074766,NE,5.959451,2.157955,0.074898,0.145546,0.051805,0.072237,0.505425,1.526172,23.428249,0.351153,0.013897,virus
0.575072,80.011695,102.421238,E,7.541278,1.77505,0.222042,0.135788,0.089886,0.100273,0.240585,1.110421,26.655041,0.467643,0.009383,virus
0.540581,65.152562,68.209559,W,1.845228,6.289326,0.392992,0.311044,0.038171,0.044419,0.332323,0.496268,29.803098,0.080392,0.000834,virus
0.284236,69,64.738253,W,1.540422,6.209507,0.636977,0.294581,0.034973,0.027212,0.267695,0.057002,42.201119,0.091396,0.004659,virus
0.571194,67.039282,123.661147,W,4.732809,6.736744,0.437084,0.323386,0.120574,0.049735,0.270139,0.083282,40.240971,0.261405,0.005529,virus
0.416721,65.502022,187.521786,W,5,3.150822,0.212937,0.178932,0.020242,0.016373,0.531449,0.079362,54.366929,0.408961,0.007237,virus
0.59694,79.923485,102.073339,E,7.98749,3.968263,0.396015,0.490389,0.561342,0.083151,0.269875,0.3989,11.253935,0.372607,0.00801,virus
0.504501,74.904551,162.064627,W,4.835251,14.33767,0.859139,0.582677,0.315492,0.255008,0.405969,0.861574,33.245449,0.026604,0.009237,virus
0.340786,93.830643,118.68583,W,5.76712,5.014378,0.36588,0.68269,0.161026,0.195101,0.697363,3.962517,32.176931,0.367145,0.017347,virus
0.046167,92.219654,87.255042,W,5.639721,5.751263,0.459206,0.264408,0.056425,0.055928,0.304405,0.218314,53.949265,0.098483,0.011921,virus
0.398718,86.391003,37.33623,W,2.244554,16.951833,0.823742,0.509368,0.218287,0.210704,0.388566,0.52208,51.318221,0.021951,0.028054,virus
0.800281,63.766823,240.265386,W,1.761777,16.914952,0.873769,0.400207,0.086165,0.175231,0.370043,0.618442,34.963567,0.013575,0.026185,virus
0.906157,75.233936,106,NW,6,23.162605,0.936897,0.665973,0.162766,0.079541,0.205712,0.243624,30.281027,0.004669,0.031752,virus
0.778927,79.565234,173.053595,W,6.791836,20.156579,0.935235,0.592343,0.096252,0.050352,0.147328,0.371635,38.173421,0.017885,0.031104,virus
0.541417,86.892696,117.488234,NW,2,21.449597,0.86233,0.620533,0.132756,0.139137,0.315148,3.189585,26.127003,0.016448,0.024128,virus
0.077264,90.829369,182.574912,W,3.621375,35.434977,0.813306,0.536145,0.101771,0.106321,0.184221,1.549204,60.262814,0.020566,0.121105,virus
0.38945,59.511364,142.883879,W,4.599493,35.493967,0.7973,0.566003,0.185865,0.062652,0.256259,2.678271,54.439985,0.018265,0.048101,virus
0.348144,69.745065,192.488816,W,2.955255,33.589659,0.791117,0.523981,0.101022,0.123284,0.184234,0.447006,54.852308,0.022403,0.034876,virus
0.67167,73.681799,10.202562,W,6.981603,35.637356,0.820888,0.506631,0.18553,0.049613,0.232742,4.062547,45.729805,0.018754,0.071798,virus
0.662997,71.262671,149.721416,W,6.105627,35.883596,0.831099,0.506943,0.249354,0.054637,0.261943,2.219254,30.54943,0.017448,0.074518,virus
0.412404,68.517088,84.022287,W,5.179371,34.030145,0.807634,0.520334,0.099078,0.050047,0.199583,1.299424,51.734913,0.023613,0.053012,virus
0.60786,68.450907,89.503869,W,4.66759,54.897497,0.884546,0.563632,0.388425,0.101344,0.323235,0.477976,76.700928,0.010459,0.118726,virus
0.655325,89.824039,114.848089,W,5.224693,40.356307,0.922905,0.502443,0.309314,0.051847,0.200359,0.625973,27.515164,0.007195,0.056757,virus
0.275179,71.479996,85.420199,W,4.078435,59.174745,0.888511,0.597433,0.317471,0.103818,0.381933,0.41906,82.131006,0.012305,0.153759,virus
0.47254,90.414604,75.312937,W,6.153227,55.156018,0.898576,0.518458,0.259829,0.053453,0.233822,3.650776,67.380134,0.009117,0.134979,virus
0.311432,59.964903,166.774904,W,2,56.767972,0.859991,0.475217,1.728147,0.115119,0.307506,3.256618,21.921839,0.013178,0.124526,virus
0.300046,94.039815,185.259659,W,5.307301,57.122868,0.882084,0.472855,0.510493,0.098218,0.295913,2.181923,28.099702,0.012431,0.064786,virus
0.476845,83.770682,142.951537,W,4.18855,49.819324,0.890607,0.64896,0.163273,0.071933,0.236694,0.319006,77.577565,0.001645,0.176146,virus
0.401249,62.933612,234.795318,W,2.212464,58.895825,0.868209,0.466777,1.211052,0.131374,0.381221,2.391102,32.816468,0.010135,0.086327,virus
0.375063,75.382465,234.793771,W,6,57.833823,0.859009,0.460767,0.388515,0.169327,0.24649,1.316398,39.36634,0.01353,0.131526,virus
0.641469,80.873988,241.558258,W,1.106316,61.487384,0.912916,0.47799,0.566974,0.09825,0.470484,1.4843,37.971762,0.009211,0.125745,virus
0.206789,90.345986,212,W,5.358689,71.511346,0.890204,0.529411,0.194106,0.056249,0.180131,0.480363,71.018974,0.009808,0.100356,virus
0.390617,81,18.623398,W,3.808804,71.638133,0.911675,0.587421,0.99206,0.098497,0.40818,1.991785,49.54757,0.001223,0.187471,virus
0.83877,74.611482,201.028246,W,4.967926,73.533909,0.90297,0.692257,0.26912,0.160587,0.290958,1.519305,59.36487,0.008576,0.136277,virus
0.616635,77.666461,234.137116,W,6.286768,62.093914,0.89819,0.581763,0.557788,0.207046,0.434433,1.229853,56.504995,0.006038,0.205667,virus
0.596326,84.453494,26.873164,W,7.229584,73.884228,0.893402,0.718681,0.43783,0.080955,0.553062,1.704085,55.839447,0.008649,0.20172,virus
0.496595,85.224696,54.829106,W,4.577421,76.797194,0.941559,0.734275,1.000587,0.233082,0.572548,2.047749,54.635541,0.0008,0.206417,virus
0.209557,86.488949,7.559466,W,3.342561,75.99972,0.974793,0.616843,0.284396,0.229105,0.44092,1.1132,55.765318,0.005716,0.221956,virus
0.322743,85.76089,48.868282,NW,5.097549,74.703445,0.913979,0.717442,0.929449,0.064246,0.423693,5.603301,37.740582,0.005657,0.185025,virus
0.452053,74.505226,70.845479,W,1.029704,76.528665,0.938455,0.584487,1.489765,0.146434,0.546353,2.073245,34.780614,0.009383,0.167018,virus
0.546592,61.189719,237.479703,W,6.292877,84.494223,0.927487,0.521454,0.537705,0.284542,0.248728,1.965955,97.090875,0.006536,0.190034,virus
0.186447,81.002475,89.361048,NW,3.353519,88.829116,0.956616,0.745574,0.300888,0.104137,0.145073,0.401914,58.127419,0.004978,0.091817,virus
0.356157,77.66178,167.720335,W,4,88.583926,0.957449,0.704829,1.162579,0.100432,0.148295,0.850528,53.121697,0.003762,0.0725,virus
0.344747,93.12962,223.198059,W,2.154922,97.434736,0.921132,0.51792,0.97549,0.142241,0.493333,2.084325,53.625792,0.006831,0.184443,virus
0.246592,76.785879,37.174785,W,3,102.477081,0.904907,0.79565,0.167022,0.093887,0.193286,0.392022,87.764232,0.008766,0.080792,virus
0.431132,72.517836,157.401711,W,4,106.708745,0.949653,0.692211,0.454558,0.076492,0.192933,3.818226,88.662913,0.001283,0.303078,virus
0.673158,88.823303,234.476911,W,7.097311,104.840003,0.974201,0.68688,0.552403,0.133449,0.470442,0.777079,110.909768,0.002047,0.143309,virus
0.109322,81.35095,157.249838,NW,3.20449,97.319629,0.951629,0.569881,0.932575,0.193513,0.648008,0.807504,55.191088,0.005533,0.122807,virus
0.746002,80.832085,46.691011,W,4.457613,101.632757,0.960813,0.527862,0.262631,0.141354,0.445015,1.13646,108.30111,0.002255,0.31699,virus
0.397537,93.3611,66.458312,W,8.886393,90.571261,0.956281,0.553574,0.721117,0.246905,0.343736,2.128367,46.806869,0.003803,0.137104,virus
0.440768,65.414248,72,W,5.535202,106.401768,0.947602,0.675931,0.53713,0.080799,0.452923,4.942727,86.761264,0.001954,0.221965,virus
0.404286,71.477831,17.769084,W,6.799327,118.776046,0.978417,0.518121,1.299002,0.16786,0.343692,7.509231,28.976062,0.003084,0.262921,virus
0.708699,81.171611,136.921487,W,2.889988,107.957295,0.991875,0.528592,0.183417,0.130989,0.228776,0.863839,103.881189,0.000836,0.319896,virus
0.476156,81.747014,146.375623,W,4,108.089021,0.950516,0.678992,0.35237,0.070883,0.460329,4.604497,94.210014,0.001282,0.27121,virus
0.504959,61.714268,248.537267,W,7.07124,118.465579,0.93453,0.513642,0.540857,0.064508,0.247775,5.053552,122.274834,0.003312,0.170465,virus
0.683696,73.570404,245.756488,W,5,115.90202,0.937542,0.49969,1.482152,0.144102,0.337169,6.645764,98.660672,0.005702,0.211944,virus
0.701972,66.707907,179.259987,W,2.322267,116.568156,0.939237,0.511292,0.394874,0.140443,0.453013,2.164907,121.05869,0.005721,0.311777,virus
0.630854,64.50711,84.12334,W,7,139.331474,0.95511,0.504932,1.384467,0.11932,0.547346,2.902672,28.74473,0.003309,0.303799,virus
0.438981,90,59.319642,W,6.081095,134.350197,0.935638,0.493546,2.081755,0.115291,0.646816,4.032741,50.42829,0.006202,0.12759,virus
0.255118,90,82.195314,W,4.047972,133.764664,0.936285,0.494185,1.755576,0.085219,0.758542,0.533857,63.115687,0.00654,0.133466,virus
0.315336,82.597647,245.55273,W,2.179103,114.277187,0.936074,0.536783,1.372135,0.099317,0.666356,3.744661,48.429997,0.005909,0.210182,virus
0.287174,71.393479,6.09888,W,3.52444,132.173851,0.94857,0.492942,0.937371,0.178895,0.809635,1.768411,67.325013,0.00514,0.136315,virus
0.447666,71.567578,38.470475,W,2.154126,147.730393,0.9528,0.506956,1.819467,0.116179,0.531029,3.703091,59.282702,0.003689,0.183425,virus
0.176363,94.176308,178.462902,NW,4.986697,144.816608,0.959638,0.50789,0.475892,0.053842,0.36577,1.694545,136.506582,0.002785,0.219124,virus
0.209573,59,146.73782,W,6.387064,143.150644,0.954798,0.516403,0.66465,0.058128,0.400109,2.245988,117.878523,0.002582,0.208313,virus
0.234262,68.209289,242.825041,W,3.975548,147.915437,0.945671,0.510239,0.478273,0.049068,0.393631,0.663148,133.494611,0.004433,0.079537,virus
0.595509,59.736881,195.843351,W,2.338151,177.64905,0.950942,0.512302,0.607133,0.171935,0.3247,1.462215,132.534889,0.003216,0.16053,virus
0.407771,78.70149,59.998098,NW,5.370662,159.369009,0.963474,0.509051,0.662429,0.096756,0.645871,2.116858,26.373513,0.003837,0.304399,virus
0.273626,81.883364,171.653114,NW,5.982694,152.89736,0.957194,0.516413,0.416199,0.071767,0.323557,1.847384,120.33759,0.004678,0.315248,virus
0.326139,67.141906,139.339498,NW,5.838121,159.937723,0.957496,0.503638,0.244202,0.0817,0.228562,2.39396,35.976948,0.003527,0.20464,virus
0.363347,61.766809,161.075208,W,1,166.994924,0.959634,0.510086,0.357478,0.189318,0.275832,2.525157,102.863631,0.002204,0.133338,virus
0.409477,77.806457,50.162989,W,6,156.043934,0.936094,0.505494,0.923828,0.207648,0.377264,3.514447,84.31429,0.004436,0.139329,virus
0.45724,69.95655,38.766332,W,4.943377,158.801352,0.965782,0.514475,0.622738,0.172358,0.270876,3.750668,86.654732,0.003248,0.127969,virus
0.323524,78.917444,79.385074,NW,8.722563,161.732434,0.955862,0.504507,0.254878,0.075729,0.193083,1.806598,32.003344,0.004072,0.317576,virus
0.501338,60.90576,98.000673,W,1.128043,174.450912,0.974323,0.51573,0.522487,0.144699,0.295868,2.493721,97.688164,0.00193,0.374543,virus
0.588086,81.174184,228.054337,W,8.12603,172.073794,0.969957,0.515129,0.718731,0.156754,0.468359,1.837903,103.559561,0.002273,0.228342,virus
0.452918,69.413593,52.244634,W,5.433275,161.69223,0.968681,0.516169,0.403314,0.159214,0.486111,4.307393,85.8307,0.002795,0.239543,virus
0.896165,80.476901,185.195379,W,4.632047,169.991958,0.965016,0.50999,0.502391,0.158391,0.443338,1.113191,147.529453,0.003054,0.454066,virus
0.449692,75.157354,210.678619,W,4.044334,172.097865,0.956071,0.504455,0.56652,0.078139,0.361904,2.354366,78.333863,0.003224,0.257289,virus
0.623336,78.149042,204.423719,W,3.085151,172.625512,0.964784,0.515488,0.33675,0.115966,0.403705,1.576873,85.99151,0.00275,0.243425,virus
0.699445,64.288298,133.083459,W,4.823947,179.59747,0.981127,0.509216,0.220973,0.074914,0.469064,0.45665,133.010601,0.001677,0.563545,benign
0.349421,81.806704,136.199211,W,2.713511,181.835796,0.959644,0.512398,0.683516,0.095175,0.30782,1.072111,139.221518,0.002978,0.565985,virus
0.63436,78.345109,134.641142,W,1.818771,181.514973,0.979494,0.513849,0.857621,0.093244,0.711115,1.306086,136.847955,0.001967,0.326381,virus
0.702471,73.822089,29.022935,W,1.703048,187.76177,0.945332,0.50061,0.149349,0.390954,0.113833,1.262465,133.782978,0.003603,0.56916,virus
0.488715,62.297394,3.506549,W,4.047487,191.490484,0.964321,0.510749,1.935552,0.081022,0.612451,3.429003,50.196554,0.002522,0.541624,virus
0.627132,69.638644,75,W,3.177091,194.285589,0.959173,0.506329,0.72778,0.135407,0.215763,0.624395,131.078771,0.003046,0.601218,virus
0.670852,65.866502,137.318541,W,3.992886,182.589515,0.974976,0.502597,0.687671,0.096682,0.491858,1.121154,136.220771,0.002923,0.548724,virus
0.313012,86.210089,95.820755,W,7.98895,197.21469,0.959846,0.514601,0.69219,0.093816,0.233619,1.487894,59.781938,0.003872,0.60172,virus
0.585438,83.864427,222.594004,W,6.166325,174.155975,0.954873,0.508377,0.962097,0.161188,0.661943,3.663449,100.811592,0.002676,0.308876,virus
0.489764,88.330707,81.05492,W,4.574238,195.913639,0.970155,0.501284,1.100771,0.086441,0.38193,0.862041,72.934366,0.004035,0.582612,benign
0.23586,89.446386,112.113424,W,4.977902,202.388529,0.961906,0.499587,0.656966,0.072464,0.167614,0.71383,62.502049,0.003153,0.448259,virus
0.326535,74.5028,64.120133,W,8.181593,195.759292,0.961569,0.506169,1.07716,0.103954,0.204376,2.179427,52.385124,0.002113,0.612944,virus
0.409865,91.060354,90.218548,W,2.722565,190.785837,0.991092,0.517008,0.902174,0.066182,0.386826,2.114604,41.158677,0.001844,0.515604,virus
0.622436,63.370241,182.782588,NE,4.364531,3.055998,0.573103,0.221384,0.098145,0.071404,0.153382,2.749042,1.702423,0.076763,0.005241,benign
0.860635,90.040644,39.059519,S,5.134606,3.329628,0.310595,0.150354,0.03549,0.066044,0.402422,1.424092,56.285047,0.150972,0.008066,benign
0.427074,89.760809,132.996104,NW,3.316473,3.967068,0.478498,0.204088,0.015871,0.04906,0.161074,0.026021,21.601522,0.090592,0.007659,benign
0.272446,62.310347,125.479356,NE,2.04257,2.904015,0.306516,0.197407,0.086209,0.033954,0.116778,2.310918,2.157501,0.123952,0.005139,benign
0.78359,78.11667,245.315848,S,7.638268,4.494625,0.704262,0.224397,0.05795,0.019202,0.796711,0.035948,63.063999,0.167412,0.085179,benign
0.405938,59,181.94931,S,4.196381,1.938521,0.318075,0.096139,0.021932,0.020745,0.230024,0.046687,53.912386,0.210746,0.063631,benign
