h_s1,h_s2,s_a1,log,ty_cr,per_i,per_u,per_s,sys_vol,sys_op,m_rp,q_zx,q_km,m_xi,v_sp,class
0.607745,68,110,W,8,182.131353,0.963266,0.513665,0.533078,0.088967,0.256539,1.283822,136.54635,0.002307,0.55213,virus
0.806084,89,77,W,8,188.120234,0.952283,0.50248,0.10101,0.366857,0.081601,0.78318,132.214635,0.003447,0.575064,virus
0.588182,72,31,W,2,191.089071,0.959844,0.506369,1.567063,0.084903,0.646904,3.193096,42.663958,0.003049,0.648898,virus
0.774193,89,182,W,8,189.591822,0.959742,0.503285,0.117867,0.046868,0.092843,0.338606,144.419654,0.003368,0.665789,virus
0.60175,66,122,W,8,188.567705,0.960557,0.50039,0.122289,0.218503,0.299991,3.233076,137.839518,0.00378,0.611289,virus
0.547733,59,190,W,8,195.151191,0.975253,0.515154,1.570008,0.111424,0.247214,2.19896,55.916965,0.003235,0.677921,virus
0.623276,85,15,W,1,197.595584,0.947253,0.501042,1.394963,0.216437,0.722475,0.971805,105.551865,0.004244,0.684463,virus
0.564275,71,212,W,7,195.513827,0.983335,0.514337,1.613117,0.05495,0.358829,2.27639,59.401574,0.003619,0.634195,virus
0.26562,95,238,W,2,202.470131,0.969209,0.501844,0.960649,0.051846,0.179641,1.501206,44.880658,0.00276,0.496972,virus
0.2093,90,246,W,9,202.111676,0.956031,0.499438,0.639978,0.077435,0.140238,0.703717,54.957715,0.001555,0.459109,virus
0.486582,66,207,W,4,203.69766,0.963591,0.505855,0.985439,0.056885,0.171921,1.572784,49.13331,0.002994,0.518338,virus
0.166462,84,3,W,5,205.540964,0.968245,0.508561,0.415665,0.057074,0.183079,0.782256,86.703964,0.002724,0.452421,virus
0.623438,90,150,NE,6,2.311392,0.575606,0.219439,0.090295,0.050505,0.070773,0.176277,1.64592,0.07813,0.00613,benign
0.706565,80,36,E,7,3.448374,0.456203,0.570759,0.035708,0.150164,0.701346,1.43706,52.794894,0.085752,0.011481,benign
0.378804,60,109,NE,1,2.860424,0.57203,0.26153,0.029911,0.089639,0.430105,0.182757,6.754448,0.076319,0.002747,benign
0.218661,83,24,NE,1,3.913833,0.306658,0.202222,0.136018,0.040123,0.129642,3.761685,2.065842,0.123869,0.005446,benign
0.883231,71,8,S,4,4.604705,0.705538,0.312348,0.05332,0.072363,0.802301,0.079061,59.754406,0.056104,0.011093,benign
0.930118,68,135,S,4,5.023967,0.363116,0.241951,0.021962,0.052363,0.210875,0.118918,55.913396,0.087285,0.016195,benign
0.935264,61,47,S,4,3.090138,0.347393,0.067597,0.017405,0.07013,0.256364,0.076363,57.806092,0.202987,0.00963,benign
0.505989,82,168,SE,8,4.626433,0.561888,0.374657,0.039676,0.047009,0.597285,0.059884,73.46355,0.125458,0.00686,benign
0.531651,60,86,N,7,7.240186,0.643707,0.358446,0.214424,0.10687,0.247926,0.175827,11.429368,0.057181,0.010816,benign
0.758231,88,36,N,2,2.81809,0.162032,0.040964,0.029493,0.032191,0.50271,0.047263,87.473307,0.275631,0.012857,benign
0.610733,68,152,SE,5,4.551661,0.375921,0.861832,0.061066,0.339303,0.950703,0.09366,69.9682,0.165214,0.003646,benign
0.15822,84,62,E,1,4.301172,0.463422,0.171485,0.053944,0.08218,0.253591,0.095669,23.635205,0.111507,0.011923,benign
0.182381,69,214,S,5,1.137915,0.239115,0.018752,0.001816,0.010648,0.028433,0.003089,52.704932,0.248834,0.014112,benign
0.42487,84,224,E,7,2.354395,0.613455,0.567754,0.126726,0.302749,0.497742,0.143669,6.41374,0.031811,0.000884,benign
0.624692,68,87,E,7,3.413746,0.174202,0.083468,0.045468,0.021719,0.342551,0.135612,32.806244,0.211253,0.008861,benign
0.542275,95,118,NE,2,2.216294,0.195285,0.364363,0.02253,0.053204,0.328305,0.015281,37.783297,0.17701,0.00417,benign
0.718257,64,13,E,2,3.413746,0.550421,0.629031,0.038198,0.238906,0.737703,0.386325,48.140331,0.06964,0.006991,benign
0.650176,88,243,SE,9,4.815321,0.512355,0.428932,0.018471,0.086097,0.451278,0.063906,68.28668,0.075525,0.012403,benign
0.695652,88,143,NW,7,1.939458,0.403914,0.708994,0.026344,0.020299,0.633467,0.048094,29.252123,0.11239,0.015685,benign
0.274301,61,120,E,7,5.628127,0.242051,0.632142,0.042579,0.088612,0.122451,0.015376,42.55779,0.161902,0.021293,benign
0.025927,67,160,E,6,3.279986,0.245193,0.188198,0.006249,0.018169,0.06561,0.022487,36.337833,0.177225,0.008041,benign
0.576707,62,199,S,8,4.551661,0.185919,0.388275,0.057558,0.118357,0.475442,0.065147,62.233489,0.190483,0.004211,benign
0.145161,81,37,S,8,5.688799,0.833132,0.542636,0.019081,0.089068,0.180007,0.095252,46.395513,0.190797,0.012955,benign
0.734033,91,120,S,1,1.482506,0.42142,0.075775,0.016007,0.072631,0.495683,0.032205,57.850529,0.140256,0.012556,benign
0.419604,78,176,S,8,3.54872,0.177624,0.44419,0.016753,0.071611,0.317545,0.016437,57.197601,0.212559,0.006427,benign
0.278519,91,142,SE,5,4.454316,0.294234,0.373536,0.059426,0.042136,0.499377,0.119137,67.310061,0.083852,0.016059,benign
0.006861,62,48,E,3,2.583168,0.220661,0.231211,0.027573,0.038572,0.412069,0.03875,33.014492,0.19586,0.016379,benign
0.781768,66,173,E,2,1.137915,0.088076,0.783052,0.038852,0.079789,0.525926,0.122299,13.303551,0.471495,0.004556,benign
0.358767,93,46,N,3,4.551661,0.644103,0.32026,0.124309,0.259628,0.255018,0.042902,19.071744,0.049733,0.011265,benign
0.93092,84,215,E,8,3.413746,0.184287,0.803602,0.030466,0.245658,0.332298,0.158327,36.812744,0.202856,0.012546,benign
0.141112,62,65,SE,2,1.259717,0.653125,0.289998,0.02802,0.038381,0.392268,0.080969,70.464036,0.074096,0.011987,benign
0.385158,59,174,S,2,4.21634,0.178337,0.184549,0.013187,0.070713,0.221575,0.013748,58.24762,0.202924,0.005557,benign
0.846783,91,215,E,6,3.413746,0.156579,0.36948,0.018106,0.136591,0.26339,0.1148,34.411322,0.237667,0.005574,benign
0.351388,61,165,NE,5,3.432446,0.342764,0.748864,0.479515,0.054299,0.119023,0.893296,4.281931,0.21594,0.002128,benign
0.417296,96,26,NE,5,4.648474,0.658813,0.358437,0.126603,0.091617,0.773961,6.347993,4.755574,0.049818,0.010129,benign
0.719877,95,29,NE,2,2.276367,0.1129,0.468775,0.042396,0.213205,0.449698,0.323818,28.952592,0.305846,0.002303,benign
0.826858,80,108,NE,4,5.839222,0.403427,0.442616,0.061209,0.151353,0.271047,0.09497,30.58824,0.296517,0.002571,benign
0.828637,61,72,S,1,5.417354,0.734375,0.750753,0.051333,0.065812,0.289948,0.080577,26.948458,0.118027,0.004353,benign
0.23733,69,75,S,4,1.137915,0.264097,0.044917,0.002359,0.013041,0.043202,0.017312,52.867886,0.187528,0.00486,benign
0.870607,86,25,E,9,3.363466,0.08568,0.273648,0.05277,0.055423,0.371963,0.197842,19.318974,0.312314,0.002745,benign
0.349571,83,200,E,2,1.137915,0.375354,0.649877,0.031702,0.100027,0.199496,0.147533,12.336955,0.190523,0.003945,benign
0.511637,94,8,E,4,3.301435,0.127704,0.672536,0.132414,0.079618,0.508862,0.20278,12.799133,0.256232,0.003159,benign
0.845141,66,153,NE,2,5.043366,0.498965,0.832021,0.063913,0.21973,0.363488,0.328174,32.38831,0.230774,0.002021,benign
0.44347,87,215,NW,3,6.363639,0.374004,0.391424,0.058703,0.05267,0.323947,0.116631,11.789521,0.115862,0.005452,benign
0.836245,81,81,S,7,3.58346,0.392237,0.435417,0.038919,0.065095,0.384071,0.062941,33.648965,0.186068,0.020521,benign
0.609235,75,43,S,9,4.463182,0.290864,0.462031,0.028886,0.056582,0.239508,0.036476,34.412061,0.123897,0.015895,benign
0.252625,92,170,S,4,5.280598,0.456981,0.42561,0.156804,0.188465,0.627652,0.729807,26.109327,0.118125,0.010871,benign
0.416207,73,187,N,6,6.289017,0.60566,0.328382,0.107941,0.098259,0.134803,3.941496,23.09569,0.056281,0.012805,benign
0.071282,82,74,S,6,3.672513,0.17571,0.287484,0.039662,0.212798,0.519047,0.327419,27.035011,0.219878,0.010905,benign
0.204745,90,153,NE,7,3.512674,0.297853,1.059696,0.424189,0.085746,0.870304,0.930441,1.366622,0.085866,0.00587,benign
0.680424,85,219,S,4,4.567692,0.275707,0.277874,0.022844,0.089655,0.264482,0.034596,64.664517,0.100866,0.006076,benign
0.732728,81,16,S,6,5.152838,0.821909,0.786486,0.03964,0.072344,0.315016,0.050534,52.256457,0.023892,0.005028,benign
0.378096,95,102,NE,3,5.608752,0.728119,0.804638,0.155276,0.337578,0.64207,0.449305,14.331112,0.040287,0.006048,benign
0.646565,74,115,SW,6,2.23656,0.238324,0.386804,0.018486,0.046578,0.509831,0.027795,37.567221,0.406084,0.002888,benign
0.629603,95,139,NW,4,4.718499,0.022165,0.216617,0.025769,0.009799,0.484945,0.147396,30.007791,0.417464,0.01104,benign
0.402336,84,175,NW,6,2.275831,0.393869,0.156886,0.071346,0.054212,0.623871,0.074737,13.939767,0.104641,0.014838,benign
0.845291,61,148,NW,1,2.58013,0.605051,0.713102,0.140791,0.245661,0.685795,0.397333,9.700483,0.083936,0.009535,benign
0.79364,67,44,NW,4,2.391125,0.552492,0.167874,0.109959,0.132419,0.816844,0.255473,16.503785,0.086624,0.034169,benign
0.791459,62,20,NW,8,3.413746,0.348661,0.071059,0.002424,0.007399,0.013568,0.011228,53.726523,0.129572,0.057419,benign
0.217674,73,155,NW,5,3.413746,0.80597,0.118405,0.008622,0.07605,0.156564,0.032909,57.282705,0.055085,0.057782,benign
0.368817,60,197,NW,1,3.413746,0.624983,0.094655,0.016716,0.008973,0.237607,0.02253,32.883918,0.081769,0.062222,benign
0.381776,63,51,NW,1,3.413746,0.58414,0.067552,0.026261,0.008872,0.230717,0.02833,33.21423,0.080073,0.063135,benign
0.419721,94,23,NW,2,3.413746,0.516817,0.030606,0.01994,0.008385,0.186187,0.03224,33.396033,0.1264,0.05568,benign
0.22652,79,42,NW,6,3.413746,0.435569,0.033594,0.030965,0.009971,0.403049,0.044427,51.437207,0.088717,0.060361,benign
0.58935,70,221,NW,3,2.305327,0.685481,0.118288,0.005558,0.009929,0.023254,0.041326,34.000055,0.13319,0.069462,benign
0.603349,62,68,NW,4,3.684078,0.315589,0.118741,0.047296,0.012674,0.036282,0.065776,24.143944,0.17753,0.064682,benign
0.238294,76,201,NW,6,4.405213,0.300982,0.081749,0.032747,0.005083,0.090334,0.042354,44.054109,0.114283,0.067019,benign
0.230088,82,100,NW,8,1.137915,0.10978,0.177613,0.09725,0.015208,0.356956,0.427498,20.367487,0.364694,0.024554,benign
0.544252,85,45,NW,2,1.137915,0.088781,0.047595,0.025836,0.014691,0.355515,0.246648,22.975713,0.426948,0.014776,benign
0.682624,68,248,NW,4,4.80259,0.515505,0.054574,0.008293,0.008114,0.083266,0.070756,71.609869,0.132875,0.066195,benign
0.704579,65,217,NW,7,4.551661,0.564957,0.070181,0.0161,0.007395,0.080085,0.208683,21.024085,0.068931,0.084793,benign
0.890784,89,224,NW,5,3.145841,0.689304,0.34153,0.005771,0.00983,0.403167,0.176562,75.097448,0.451602,0.056289,benign
0.929246,68,174,NW,2,6.79034,0.78268,0.452354,0.032893,0.066189,0.415948,0.570837,85.966991,0.019865,0.057642,benign
0.75579,60,222,NW,5,5.641737,0.407167,0.028907,0.004431,0.002155,0.034223,0.003156,62.597524,0.131334,0.124756,benign
0.802806,65,201,NW,6,5.486049,0.478005,0.018436,0.010973,0.002194,0.048833,0.032413,48.452546,0.10225,0.182673,benign
0.274027,66,203,NW,5,3.294059,0.058141,0.098009,0.020997,0.00201,0.28242,0.021591,61.253038,0.432573,0.130101,benign
0.342716,77,153,NW,4,4.400762,0.291211,0.580184,0.020687,0.094086,0.158018,0.02518,67.3284,0.172922,0.088455,benign
0.05867,67,197,NW,7,1.835933,0.150184,0.029539,0.001886,0.006654,0.010182,0.018304,39.514916,0.294923,0.086888,benign
0.079026,87,38,NW,8,3.697768,0.496492,0.12573,0.069368,0.02093,0.526163,0.27653,23.014146,0.226069,0.047265,benign
0.089187,77,125,NW,3,5.09734,0.894065,0.122804,0.150337,0.015516,0.694542,1.140307,25.244238,0.002515,0.211141,benign
0.475019,86,80,NW,8,2.001978,0.396147,0.079859,0.009759,0.014156,0.005183,0.655374,40.612027,0.280121,0.107176,benign
0.544059,72,134,NW,7,6.405156,0.675186,0.042173,0.062612,0.003856,0.938162,0.006521,78.458422,0.1708,0.241061,benign
0.547751,83,151,NW,2,3.488974,0.332324,0.037259,0.057311,0.012566,0.213322,0.179802,12.27508,0.131447,0.155117,benign
0.158125,84,166,NW,1,5.689577,0.388049,0.020083,0.033152,0.005649,0.053561,0.108377,19.291684,0.10569,0.118316,benign
0.271137,59,136,NW,3,5.406369,0.515193,0.020072,0.103901,0.004754,0.06072,0.123448,17.303617,0.089171,0.15369,benign
0.49799,89,232,NW,5,4.084656,0.313655,0.041013,0.022171,0.002714,0.057476,0.159887,14.745962,0.149579,0.132899,benign
0.157374,74,94,NW,4,5.689577,0.315208,0.022989,0.008401,0.007479,0.05615,0.01641,34.134768,0.131391,0.225111,benign
0.25393,86,193,NW,7,3.960288,0.419852,0.114177,0.020281,0.098457,0.102848,0.250037,20.733807,0.324338,0.120536,benign
0.331254,79,50,NW,4,2.923622,0.262976,0.112713,0.028537,0.103135,0.113138,0.087189,16.858134,0.151833,0.071139,benign
0.726948,73,123,NW,6,3.413746,0.692501,0.030429,0.027536,0.00705,0.300594,0.047261,40.546498,0.141492,0.115303,benign
0.770698,64,97,NW,5,3.413746,0.309117,0.087244,0.021244,0.019547,0.080218,0.038492,20.047889,0.225222,0.100214,benign
0.479677,84,119,NW,7,8.512349,0.625865,0.036836,0.026665,0.003021,0.044091,0.060669,57.063784,0.028848,0.067475,benign
0.288131,78,166,NW,8,6.900793,0.688195,0.031613,0.021337,0.004004,0.208991,0.11394,55.402073,0.029667,0.220951,benign
0.599148,80,143,NW,5,13.141185,0.704144,0.085357,0.033786,0.026878,0.779393,0.159529,100.314101,0.0325,0.082059,benign
0.802761,61,201,NW,3,14.178226,0.584208,0.068625,0.030252,0.004795,0.116459,0.071814,26.107605,0.05911,0.065928,benign
0.859653,66,30,NW,6,17.576753,0.880629,0.062487,0.15595,0.012196,0.184093,0.320313,12.101155,0.014717,0.134365,benign
0.496598,72,14,NW,8,20.761355,0.888552,0.1105,0.073112,0.028904,0.256472,0.141103,101.744191,0.003927,0.360008,benign
0.510822,64,193,NW,7,19.966299,0.723022,0.063212,0.946091,0.011307,0.572411,5.752249,9.80564,0.033747,0.153337,benign
0.566097,62,169,NW,7,23.338904,0.794329,0.100749,0.046414,0.011898,0.45731,0.105757,116.853011,0.017748,0.371305,benign
0.698363,74,181,NW,2,27.683367,0.78291,0.105899,0.229891,0.020099,0.328984,0.221922,55.419102,0.02729,0.159506,benign
0.475382,91,236,NW,3,27.386253,0.907117,0.111102,0.025403,0.013641,0.08221,0.074366,76.608043,0.016271,0.335605,benign
0.948971,60,95,NW,5,28.378806,0.721873,0.113935,0.010275,0.023729,0.0605,0.020313,124.470757,0.024919,0.268353,benign
0.129234,93,242,NW,3,32.963159,0.827462,0.144391,0.384668,0.022944,0.403362,0.570465,32.247098,0.018718,0.220947,benign
0.178653,70,105,NW,4,34.941951,0.816445,0.143606,0.627974,0.05197,0.517079,2.13867,26.853945,0.01917,0.073635,benign
0.118384,81,104,NW,6,32.888193,0.822368,0.126445,0.622587,0.120247,0.464557,1.528076,21.167837,0.018479,0.158193,benign
0.385218,84,35,NW,6,43.91515,0.950786,0.159256,0.312247,0.021603,0.685377,0.388208,82.445372,0.008228,0.350386,benign
0.847023,64,118,NW,6,49.528536,0.968929,0.187739,0.10644,0.103349,0.057849,0.094646,140.399159,0.005165,0.210568,benign
0.391617,68,206,NW,9,45.59622,0.951585,0.166294,0.266199,0.035776,0.476706,0.289007,82.322511,0.004943,0.349976,benign
0.582185,60,120,NW,5,46.657887,0.802128,0.154432,0.260482,0.036589,0.520472,1.971686,110.660429,0.020527,0.358851,benign
0.629672,82,59,NW,8,50.613284,0.885622,0.170573,0.204448,0.043877,0.320485,0.277302,123.319252,0.019521,0.432499,benign
0.777216,63,119,NW,7,50.754081,0.904913,0.175646,0.300077,0.145779,0.410589,0.445317,126.935884,0.012643,0.46002,benign
0.566179,94,76,NW,6,55.691157,0.82303,0.167558,0.208019,0.086872,0.406509,0.362306,99.324277,0.019125,0.529105,benign
0.086748,68,10,NW,3,56.819001,0.990536,0.201006,0.062535,0.026662,0.111994,0.152254,112.116412,0.001753,0.135391,benign
0.678712,62,51,NW,1,60.04851,0.961661,0.19918,0.740988,0.052679,0.237088,4.649636,10.012443,0.003563,0.498524,benign
0.663577,59,135,NW,9,70.54299,0.881114,0.190879,0.41033,0.026311,0.062133,0.167087,72.478679,0.009216,0.398908,benign
0.686813,68,250,NW,9,64.543244,0.924438,0.199345,0.053425,0.027843,0.105303,0.354128,121.636276,0.005971,0.4222,benign
0.757991,67,105,NW,6,70.588426,0.942038,0.220916,0.451144,0.026153,0.400544,1.722859,41.277239,0.006154,0.43316,benign
0.745336,94,154,NW,6,71.887794,0.91706,0.213437,0.637795,0.047944,0.660708,0.81099,60.348517,0.007977,0.410886,benign
0.819105,81,111,NW,7,74.715045,0.942394,0.228302,0.40069,0.036328,0.18549,1.367437,49.926631,0.007781,0.43315,benign
0.260331,91,123,NW,7,77.910974,0.970165,0.232953,0.495037,0.07903,0.686102,0.70701,93.144759,0.006117,0.607573,benign
0.730397,73,94,NW,2,84.80948,0.936978,0.238581,0.224162,0.120189,0.329957,3.259575,125.761768,0.00728,0.278075,benign
0.39638,79,25,NW,4,89.637269,0.974075,0.254611,0.44836,0.127303,0.864766,0.683531,166.650217,0.004616,0.072994,benign
0.120486,82,41,NW,2,93.730359,0.933645,0.253105,0.228569,0.125912,0.483555,0.367234,165.529622,0.007384,0.098643,benign
0.831375,86,104,NW,2,98.885181,0.973536,0.266333,0.305055,0.029518,0.124888,0.378706,36.920835,0.002452,0.492403,benign
0.580462,82,216,NW,4,99.859679,0.968811,0.264775,0.226904,0.026943,0.078946,0.30779,35.488728,0.003008,0.618671,benign
0.352273,96,62,NW,5,102.863997,0.980172,0.274793,0.504214,0.131237,0.540699,1.014244,99.362337,0.001873,0.27816,benign
0.860472,96,86,NW,3,102.105715,0.96877,0.271676,0.902587,0.039864,0.633186,2.083969,38.123417,0.002732,0.513722,benign
0.465849,65,51,NW,9,105.383273,0.966058,0.272127,2.116752,0.073356,0.183393,2.878445,27.873621,0.003131,0.575985,benign
0.953766,93,65,NW,8,107.487849,0.984754,0.277666,0.146463,0.087846,0.394196,0.649786,92.39356,0.001218,0.529683,benign
0.320429,96,134,NW,1,114.50278,0.965699,0.280714,1.349133,0.140412,0.339312,2.132031,31.659524,0.002999,0.143545,benign
0.713542,61,244,NW,8,116.392779,0.943753,0.271294,0.396829,0.053341,0.367706,4.211099,29.442192,0.007106,0.734641,benign
0.128274,79,204,NW,9,118.234737,0.983562,0.286848,0.246486,0.098622,0.120238,1.898968,79.278363,0.002442,0.195362,benign
0.568203,79,123,NE,9,2.602489,0.539836,0.232312,0.113812,0.172614,0.154804,2.475948,2.35674,0.093051,0.004345,benign
0.330283,66,69,SE,8,4.083491,0.45118,0.346696,0.059619,0.043037,0.441234,1.078082,61.173634,0.079894,0.00684,benign
0.539913,83,83,NE,3,2.615191,0.542467,0.466526,0.084885,0.105096,0.398471,0.139918,7.24056,0.065713,0.002798,benign
0.474268,80,114,NE,2,3.453068,0.361531,0.209308,0.11304,0.0444,0.097321,2.18843,1.684394,0.09623,0.006254,benign
0.933788,69,183,S,3,4.551661,0.637134,0.151086,0.033674,0.075057,0.481741,0.084442,58.599489,0.1185,0.008739,benign
0.898158,84,131,S,4,4.704399,0.492665,0.286166,0.023769,0.069603,0.607438,0.085633,58.652309,0.073839,0.009789,benign
0.917499,91,40,S,4,4.69016,0.487647,0.158479,0.022131,0.072165,0.384324,0.088623,58.609967,0.142376,0.00988,benign
0.897229,88,169,S,4,5.288414,0.662594,0.309535,0.059168,0.065221,0.718062,0.066454,62.5149,0.057061,0.009823,benign
0.465198,77,150,N,9,4.796448,0.654591,0.353355,0.138642,0.318072,0.386496,0.142662,14.755109,0.051572,0.010593,benign
0.722609,78,213,N,7,2.047361,0.20466,0.036162,0.004076,0.030065,0.133122,0.016621,66.645138,0.316422,0.013154,benign
0.791215,95,117,SE,5,4.932072,0.407194,0.872972,0.055537,0.248973,0.948067,0.172858,71.467056,0.098799,0.008047,benign
0.038061,79,188,E,7,4.671665,0.53561,0.276528,0.05184,0.12984,0.28216,0.088422,23.616792,0.082249,0.009378,benign
0.266036,96,243,S,4,1.137915,0.347484,0.070772,0.008079,0.050972,0.217877,0.013256,58.650507,0.23289,0.005992,benign
0.167957,84,54,E,2,2.275831,0.799555,0.677025,0.177156,0.289407,0.483739,0.324079,6.238377,0.029719,0.001151,benign
0.392733,64,64,NE,2,4.991811,0.176724,0.186496,0.03495,0.145606,0.250641,0.023608,32.465392,0.34353,0.003621,benign
0.613217,59,112,E,1,3.403101,0.179409,0.199593,0.035589,0.071439,0.341299,0.110855,34.082559,0.21012,0.013447,benign
0.920401,62,193,SW,9,1.391853,0.30468,0.402813,0.038156,0.093656,0.278968,0.017087,43.074798,0.183357,0.007114,benign
0.72745,92,240,E,4,3.413746,0.473638,0.498087,0.040993,0.137739,0.582417,1.571864,49.723554,0.112479,0.007104,benign
0.740416,89,245,SE,2,6.250677,0.485837,0.433213,0.028716,0.085964,0.453671,0.089092,76.516073,0.067518,0.011599,benign
0.5357,71,3,NW,7,4.040008,0.378362,0.550917,0.027087,0.013115,0.624683,0.132249,29.698602,0.232324,0.013583,benign
0.204827,95,146,S,3,4.02149,0.212161,0.367544,0.039271,0.053907,0.043737,0.005609,47.899582,0.19105,0.020551,benign
0.470863,80,135,E,4,3.237133,0.231056,0.254759,0.016409,0.084047,0.293878,0.130962,35.94804,0.208544,0.00793,benign
0.150473,81,149,S,2,4.551661,0.23185,0.319407,0.048481,0.118829,0.350012,0.044297,66.317194,0.175394,0.006397,benign
0.364914,84,35,S,7,5.659589,0.782693,0.344592,0.018326,0.06785,0.197979,0.096256,47.984417,0.210685,0.008738,benign
0.901701,88,34,S,7,2.811886,0.284484,0.092696,0.016997,0.075627,0.344764,0.068325,58.010364,0.176706,0.008442,benign
0.308157,89,41,S,4,3.531115,0.17817,0.178123,0.009101,0.021734,0.189847,0.014255,54.270639,0.208409,0.006207,benign
0.387392,70,207,SE,5,4.485757,0.285991,0.367345,0.062641,0.04381,0.586454,0.496383,60.279549,0.090592,0.017303,benign
0.010738,69,57,E,5,2.924006,0.222533,0.23569,0.025387,0.08226,0.346333,0.063658,33.516895,0.189749,0.01919,benign
0.810148,89,68,E,6,2.953072,0.07374,0.486803,0.052654,0.057098,0.474727,0.178445,19.17505,0.35941,0.00277,benign
0.356335,77,236,N,1,4.551661,0.633307,0.342981,0.1157,0.211318,0.250659,0.044162,18.363378,0.051337,0.010683,benign
0.803378,63,217,E,9,3.33983,0.183959,0.323338,0.030394,0.204197,0.342669,0.140706,33.592641,0.210704,0.015226,benign
0.933451,80,49,E,8,3.413746,0.266113,0.800313,0.030803,0.222387,0.345692,0.158671,37.225608,0.200583,0.011953,benign
0.362024,70,245,SE,6,4.751374,0.438416,0.35508,0.024739,0.045312,0.525321,0.335076,61.276493,0.08575,0.017031,benign
0.165037,91,147,S,3,4.017143,0.178255,0.146627,0.009196,0.006658,0.104385,0.013451,53.671474,0.204033,0.005692,benign
0.55451,78,22,E,1,2.572959,0.171636,0.318003,0.005537,0.084066,0.034992,0.056862,35.322202,0.26698,0.003326,benign
0.254685,81,55,NE,7,2.717164,0.090964,0.170545,0.033812,0.037364,0.426121,1.611708,27.959067,0.277159,0.002656,benign
0.828905,82,34,NE,7,2.307833,0.215625,0.234368,0.051892,0.215133,0.45926,1.054335,30.99999,0.278628,0.004897,benign
0.898606,60,217,NE,7,2.473172,0.379999,0.207386,0.057205,0.03465,0.217867,0.088489,34.754248,0.127688,0.011867,benign
0.25647,60,30,S,7,4.651046,0.590184,0.457465,0.051257,0.196037,0.351586,0.194968,26.239344,0.166025,0.008046,benign
0.201392,67,49,S,7,1.714487,0.228602,0.03752,0.021779,0.033761,0.024382,0.003913,51.008418,0.197728,0.019139,benign
0.644267,72,181,E,4,2.837017,0.148098,0.676412,0.045102,0.081696,0.41593,0.19076,13.985148,0.371655,0.004155,benign
0.749348,80,200,E,8,1.137915,0.136654,0.728225,0.04007,0.081392,0.289851,0.143134,13.233804,0.467234,0.00534,benign
0.433928,66,43,E,7,2.8894,0.137026,0.645013,0.090503,0.064098,0.438139,0.193818,11.600884,0.23448,0.0034,benign
0.44182,88,38,NW,9,6.122092,0.387475,0.378997,0.050164,0.055507,0.357803,0.09394,16.708497,0.110447,0.008975,benign
0.834551,96,231,S,3,5.187092,0.737183,0.749442,0.045308,0.067719,0.353322,0.080418,31.21393,0.114784,0.008367,benign
0.672127,77,119,S,6,3.743497,0.267796,0.425859,0.047096,0.055661,0.321513,0.046175,33.128128,0.150568,0.020292,benign
0.051263,90,25,S,3,3.106231,0.266223,0.350468,0.097559,0.211871,0.56098,0.500595,27.275812,0.208855,0.012068,benign
0.311593,63,20,N,9,6.269511,0.53427,0.336732,0.084014,0.097613,0.141681,2.436754,23.154913,0.08364,0.013299,benign
0.196424,94,250,S,2,4.787631,0.496561,0.412029,0.075049,0.171122,0.419846,0.131327,26.127913,0.132801,0.009581,benign
0.383396,69,10,NE,7,4.970447,0.699896,1.062704,1.926701,0.086253,0.30968,3.63857,1.424207,0.053035,0.006194,benign
0.793748,72,245,S,9,4.454027,0.430227,0.653624,0.032905,0.084674,0.286886,0.131337,52.3224,0.051117,0.005347,benign
0.737512,80,56,S,7,5.678674,0.819746,0.7294,0.033202,0.079608,0.348626,0.062342,51.894516,0.033454,0.00515,benign
0.506517,81,100,E,2,2.986186,0.176783,0.920514,0.069791,0.084116,0.609844,0.372811,13.011079,0.40989,0.005091,benign
0.785433,62,128,NW,6,1.373953,0.027856,0.334534,0.025683,0.014604,0.565332,0.142692,29.991596,0.381733,0.011621,benign
0.426776,89,72,NW,4,5.495596,0.387474,0.396893,0.043635,0.045602,0.333127,0.066479,19.653402,0.109428,0.014314,benign
0.804918,74,160,NW,9,3.013141,0.560591,0.706349,0.150038,0.244595,0.650102,0.352316,15.421819,0.05132,0.041111,benign
0.403322,72,231,NW,9,3.734491,0.39688,0.206445,0.075721,0.084488,0.306191,0.036117,15.749326,0.108144,0.014055,benign
0.518576,62,46,NW,7,3.413746,0.290736,0.064178,0.004157,0.011534,0.050602,0.030962,43.806984,0.102331,0.051729,benign
0.635541,70,7,NW,7,3.413746,0.611708,0.076008,0.006447,0.037208,0.170639,0.035813,49.311549,0.080375,0.054945,benign
0.637484,62,122,NW,7,3.413746,0.36987,0.070493,0.006276,0.031053,0.042475,0.022589,52.566662,0.097256,0.057278,benign
0.410573,78,154,NW,3,3.413746,0.579146,0.093286,0.026302,0.008711,0.204662,0.030943,33.274009,0.086335,0.055747,benign
0.490185,71,98,NW,8,3.413746,0.553493,0.051605,0.024921,0.007987,0.220034,0.031984,33.32054,0.086137,0.056173,benign
0.301213,79,108,NW,9,3.413746,0.262974,0.035234,0.028817,0.009637,0.336521,0.035616,45.472696,0.143764,0.058939,benign
0.269438,73,181,NW,4,5.084062,0.434235,0.051002,0.009929,0.005707,0.060112,0.009129,44.128128,0.098433,0.085902,benign
0.355843,87,136,NW,6,2.978741,0.529116,0.097592,0.023509,0.011928,0.030371,0.032632,35.256543,0.106768,0.072168,benign
